,Claim Description,Coverage Code,Accident Source
652,THE IV WAS MOVING AROUND THE ROUND ABOUT WHEN THE IV TRAILER WHEELMADE CONTACT WITH THE OV. THE OV INCURRED SCRATCHES TO THE P/S    REAR. NO INJURIES WERE REPORTED.,AD,Sideswipe or lane change
653,D&D REPORTED THAT AROUND 3:30PM CST THEY DISCOVERED A LARGE       PORTION OF THEIR FENCE/GATE HAD BEEN PULLED DOWN. D&D BELIEVES IT WAS IV AS THEY HAD NO OTHER DELIVERIES IN THAT TIME FRAME.,AD,Damage to landscaping
654,"BASED ON THE LIMITED INFORMATION TO DATE, THIS MATTER INVOLVES A  MULTIPLE VEHICLE AUTO LOSS, WHEREIN MULTIPLE PEOPLE WERE          TRANSPORTED TO THE HOSPITAL WITH UNKNOWN INJURIES. NO CITATIONS   WERE ISSUED AT THE LOSS SCENE. DUE TO THE SEVERITY OF THE         ACCIDENT, THE INSURED REQUESTS THAT DEFENSE COUNSEL BE ASSIGNED,  IN ORDER TO PROTECT THE INSUREDS INTERESTS AND TO ADDRESS ANY     ISSUES OF EVIDENCE PRESERVATION.",AD,Sideswipe or lane change
655,ORLY WAS BACKING OUT OF A PARKING SPOT. OV PARKED BEHIND ORLY.    ORLY BACKED INTO THE P/S OF THE OV. OV WAS PARKED AND UNOCCUPIED. SEE POLICE REPORT.,AD,Backed into vehicle or object
656,"A CUSTOMER IN A MOTORIZED CART RAN INTO THIS CUSTOMER,            PUSHING HER ACROSS THE FRONT END OF COURTESY",GB,Cart
657,ELK CITY PUBLIC SCHOOLS TOOK THE HIGH SCHOOL BASEBALL TEAM TO     ALABAMA FOR A TOURNAMENT. THE EMPLOYEE DRIVING THE SUBURBAN WAS ATA STOP LIGHT WITH A CAR IN  FRONT OF HIM. THE LIGHT TURNED BACK TORED AND THE EMPLOYEE REAR ENDED THE AUTO IN FRONT OF HIM. NO      INJURES IN EITHER AUTOS.,AD,Struck vehicle in rear
658,"MEMBER STATED THAT UPON DELIVERY, GUY MADE AN INAPPROPRIATE       STATEMENT, AND SCRATCHED UP HER WOOD FLOOR",PB,e-Commerce
659,"THE OV WAS TRAVELING DOWN THE STREET AND THE IV DUMPSTER          WAS STICKING OUT IN THE STREET, AND THE OV DRIVER SAID THERE WAS ACAR COMING FROM THE OPPOSITE DIRECTION, AND THE OV DIDNT HAVE ROOMTO GOING AROUND THE DUMPSTER AND THE DUMPSTER MADE CONTACT WITH   THE OV P/S MIRROR, KNOCKING THE OV MIRROR OFF. NOT SPD CLAIM",GD,Alleged lack of supervision - other
660,"A CUSTOMER WAS OUTSIDE LOOKING AT THE MOWERS, WHEN HE TRIPPED AND FELL ON A CORD, CONNECTING THE MOWERS. THE CUSTOMER FELL ON HIS   SIDE, TWISTED HIS BACK, AND ALSO SUSTAINED SCRATCHES TO THE LEFT  ARM AND LEG.",GB,Alleged Negligent Act
661,MBR DROPPED HIS TRUCK WORKING CONDITION. TRUCK WAS PLACED IN      ANOTHER SPOT. EE WENT TO BRING INTO THE SHOP IT STOPPED SHIFTING,GD,Alleged Negligent Act
662,"WHILE TAKING A DRINK OF WATER, A TRACTOR TRAILER IN FRONT OF THE  VEHICLE IN FRONT OF ME STOPPED SUDDENLY FOR A VEHICLE IN FRONT OF THEM THAT WAS MAKING A SUDDEN TURN WITHOUT INDICATION. THE VEHICLEIN FRONT OF ME ALSO STOPPED SUDDENLY, AND THERE WASN'T ENOUGH TIMEFOR ME TO STOP IN TIME. I DIRECTED MYSELF OFF THE ROAD TO AVOID A WORSE ACCIDENT AND HIT THE REAR PASSENGER BUMPER OF THE",AD,Struck vehicle in rear
663,PD VS VEHICLE 2 WAS PARKED IN THE BUS STOP AND DECIDED TO PULL OUTOF IT AND SIDE SWIPED VEHICLE 1 WHILE VEHICLE 1 WAS DRIVING       STRAIGHT ON ROAD 3.,AD,Sideswipe or lane change
664,UPS VEHICLE WAS PARKED ON THE ON-RAMP TO THE HIGHWAY WHEN ANOTHER SEMI PASSED THE SLEEPER TEAM AND STRUCK THE DRIVER SIDE FLAT AND  CONVEX MIRROR.,AD,Struck parked vehicle
665,"ID AXEL SAVARD @ KELLNERSVILLE, WI IV WAS IN TRANSIT WHEN ID LOST CONTROL DURING ICY ROAD CONDITIONS AND WENT INTO DITCH. IV DROVE  THROUGH LARGE SIGN CAUSING DAMAGE TO TRACTOR. AUTO LIABILITY &    PHYSICAL DAMAGE LOSS.",AD,Struck animal or object
666,"SHE WAS WAITING FOR TRAFFIC LIGHT TO TURN GREEN I PULLED BEHIND   HER AS , WAS STEPPING ON THE BRAKES I STOPPED TOO (ILLEGIBLE),    HITTING HER FROM BEHIND",AB,Struck vehicle in rear
667,CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole
668,UPS WAS INBOUNDING UNION PACIFIC RAILYARD. DROVER PASSED THROUGH  THE CAMERA TUNNEL AND ENTERED THE 3RD LANE. DRIVER PROCEEDED TO   CHANGE LANES FROM 3RD TO 1ST LANE. DRIVER STRUCK GUARD RAIL ON THEDRIVER SIDE FENDER.,AD,Sideswipe or lane change
669,THE CLAIMANT WAS SHOPPING IN AISLE 7 WHEN SHE WAS STRUCK BY A CARTFILLED WITH EMPTY BOXES THAT AN EMPLOYEE WAS PUSHING. THE CLAIMANTIS EXPERIENCING PAIN TO HER BACK AND A LEG AS A RESULT.,GB,Cart
670,FOOD SPOILAGE.,RC,Windstorm
671,PD  NO INJURIESV1 WAS TRAVELING DOWN A SIDE STREET PAST A FLATBED TRAILER (V2) WHEN THE FRONT LUG NUTS FROM V1 HIT THE TIRE OF V2   AND PUNCTURED THE TIRE.,AD,Struck parked vehicle
672,"UNKNOWN AMOUNT AT THIS TIME AS WE ARE WAITING ON THE INVOICE.     WATER DAMAGE, ISOLATED TO CORRIDOR WALL AND UNIT 104,DUE TO A     STAPLED WATERLINE DURING THE INSTALLATION OF BATT INSULATION.",GD,Alleged damage to property of others
673,GUEST ALLEGES ITEMS ARE MISSING THAT WERE LEFT AT HOTEL,GD,"Burglary, robbery, theft"
674,CLIENT'S UNMARKED POLICE VEHICLE REAR-ENDED A CLAIMANT VEHICLE    WHEN A TRAFFIC LIGHT TURNED GREEN.,AB,Struck vehicle in rear
675,INSURED PERSON STATED SHE WAS FEELING LIGHTHEADED AND WEAK. SHE ALSO STATED SHE HAD A FEW DRINKS AND FELT BUZZED. SHE TRIPPED ON THE,GB,"Walk, path, sidewalk"
676,GUEST IS REQUESTING INSURANCE ADJUSTER CONTACT.  GUEST'S CHILD WA  S CUT BY CLOSING DOOR. I REVIEWED THE CAMERA FOOTAGE AND IT LOOKE,GB,Door - Office
677,ROCK FROM ROAD - NO ONE AT FAULT,AP,Windshield
678,** ECOMM (AB) MTH DELIVERY AGENTS DAMAGED HIS FLOOR.,PB,e-Commerce
679,"CLAIMANT ALLEGES AS SHE WAS WALKING TO THE VEHICLE IN THE PARKING LOT, SHE TRIPPED AND FELL OVER THE PARKING MEDIAN STOPPER THAT IS LOCATED IN THE HAND I CAP PARKING SPACE. CLAIMANT SUFFERED SCRAPESAND SWELLING TO HER RIGHT ELBOW AND LEFT KNEE. SHE WAS TRANSPORTEDTO THE HOSPITAL VIA AMBULANCE.",GB,Alleged Negligent Act
680,OUR VEHICLE MADE CONTACT WITH ANOTHER PARTY'S VEHICLE AS WE BACKEDOUT OF SPACE AT THE ER AMBULANCE PARKING AREA.,AB,Alleged improper maintenance - other
681,VEHICLE WAS STOLEN FROM CUSTOMER ON LOAN AND WRECKED. CUSTOMERS   INSURANCE WAS LAPSED,AP,Theft
682,"THE IV WAS MAKING A LANE CHANGE ON THE STREET, WHEN IT SIDE SWIPEDTHE OV. THE DRIVER OF THE OV SUSTAINED INJURIES REPORTED.",AD,Sideswipe or lane change
683,"CLAIMANT ALLEGES THAT SHE WAS AT THE FRONT COUNTER AND WAS HANDED A CUP OF COFFEE. THE LID WAS NOT SECURED ON THE CUP, CAUSING THE  COFFEE TO SPILL ON THE CLAIMANT'S LEFT THUMB. THE CLAIMANT        EXPERIENCED A FIRST DEGREE BURN TO HER LEFT THUMB.",PA,Alleged Negligent Act
684,AFFTON SCHOOL DISTRICT - SCHOOL BUS WAS MAKING A LEFT FROM PARKINGLOT AND THE TAIL OF THE BUS HIT THE CAR.,AD,Struck parked vehicle
685,THE TEMP EMP WAS PICKING UP LITTER OUTSIDE WHEN HE STEPPED ON A   NAIL WITH HIS RIGHT FOOT. THE TEMP EMP SUSTAINED A PUNCTURE IN HISRIGHT HEEL AS A RESULT OF THE INCIDENT. HE WAS ADVISED TO SEEK    MEDICAL ATTENTION BUT HE REFUSED.,GB,"Sharps(Needles,Razors,Scissors,Knife,etc.)"
686,"ON SATURDAY, DECEMBER 3, 2022, AT 21:29HRS SECURITY OPERATIONS RECEIVED A CALL FROM THE  LIFTED POOL BAR. THE SERVER INFORMED US THA",GB,Falling Object
687,"FIRST NOTICE FROM LETTER OF REP. MEMBER TRIPPED ON A BROKEN       PARKING BUMP, BREAKING HER JAW, CONCUSSION.",GB,Stationary object
688,"MEMBER PURCHASED THE PRO MIX SOIL FOR HIS GARDEN VEGETABLES THAT  HE GREW FROM SEED, AND THEY DIED HE CLAIMS FROM APHIDS.",PB,"Alleged design flaw, defect"
689,"THE IV DRIVER WAS BACKING OUT OF HIS RESIDENCE WHEN THE IV SLIPPEDON THE SNOW AND STRUCK THE OV, WHICH WAS PARKED AND UNOCCUPIED.   THE OV D/S REAR DOOR AND THE AREA ABOVE THE TIRE WERE DAMAGED.    THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object
690,EVENT35874: CLAIMANT STATES SP VEHICLE STRUCK AND DAMAGED MAILBOX,AD,Struck mailbox
691,UNKNOWN,AD,Sideswipe or lane change
692,MISTYPED - INCORRECT MEDICATION,PL,Health Hazard
693,V1 HIT OVERHANG OF PROPERTY,AD,"Struck building, overhang"
694,CLAIMANT ALLEGES BURN FROM COFFEE HANDED THROUGH DRIVE THROUGH WINDOW,PA,Alleged Negligent Act
695,"ON 11/16/22 AT APPROXIMATELY 11:45AM, NORTHEAST SECURITY OFFICER JELANI GONZALEZ NOTIFIED NORTHEAST SECURITY  SUPERVISOR CADETRA GRO",GB,Ground/floor
696,EE IN PARTS VAN (21 PROMASTER VIN T97946) REAR ENDED THIRD PARTY  GERALDINE MICKLER - 2018 CAMRY,AB,Struck vehicle in rear
697,"SMALL PD. IV DRIVER SERVICED THE CUST AND WHEN HE WENT TO LEAVE   AFTER SERVICING, HE ACCELERATED AND THE BACK END OF IV SLID ON    SNOW. IV GOT STUCK ON EDGE OF RD, WHICH CAUSED RUT TO THE         CUSTOMER'S ROADWAY ON THE EDGE. IV HAD TO BE PULLED OUT BY A TOW  TRUCK. NO DAMAGE TO IV. NO INJURIES.",AL,Damage to landscaping
698,THE IV WAS IN THE PARKING LOT PULLING INTO A PARKING SPACE WHEN   THE IV'S TIRE RUBBED AGAINST THE OV. THERE IS A SMUDGED MARK ON   THE D/S REAR WHEEL OF THE OV.,AD,Sideswipe or lane change
699,FUEL SPILL 50 GALLONS ON EMBARKMENT DUE TO FUEL TANK RUPTURE.,AU,Gasoline spill
700,"V1 TRAVELING NORTH ON CAMBRIDGE ST, CAME TO A RED LIGHT AND       STOPPED. THEN MAKING A RIGHT TURN ONTO BOWDIN SQUARE. WHEN MAKING A RIGHT TURN V2 DROVE INTO THE OVER HANGING BOOM ON V1.",AP,Sideswipe or lane change
701,NO INJURIES BUS DRIVER MISCALCULATED HIS TAIL SWING AND STRUCK V2 WHICH WAS PARKED,AB,Struck parked vehicle
702,INSURED WAS DRIVING WHEN HIS EYES STARTED HURTING. THEY ARE NOW   BOTH HURTING AND SWOLLEN,NS,Not Otherwise Classified
703,"A CUSTOMER CAME INTO THE STORE ON MONDAY, NOVEMBER 28TH, 2022. HE INFORMED US THAT WHEN HE GOT HIS DELIVERY IT WAS DELIVERED TO THE WRONG ADDRESS WHICH WAS HIS NEIGHBOR. THE NEIGHBOR CLAIMS THAT THETRUCK, SPECIFICALLY THE FORKLIFT, HAD DAMAGED THEIR",GD,Alleged Negligent Act
704,ROOF LEAKAGE,AD,Other - comprehensive
705,"INDIVIDUAL RAN UP TO ALTAR DURING MASS, SOME BROKEN ITEMS AND RED WINE SPLATTERED",RB,Vandalism and Malicious Mischief - Prop.
706,"CAR BUMPED INTO HER FROM BEHIND, NOT RELATED TO CAR WASH          MALFUNCTION.  JUST DROVE INTO HER.",GD,Car Wash
707,"CUSTOMER HAD STATED THAT SHE HAD BUMPED HER HEAD ON THE CAR DOOR, (DAUGHTER WAS WITH HER). RENEL ASKED IF HE COULD HELP, CUSTOMER   ASKED FOR ICE PACK, RENEL PROVIDED HIS BUT DID NOT WANT ANY       FURTHER HELP, DID NOT PROVIDE HER NAME OR ANY FURTHER INFO.",GB,Alleged Negligent Act
708,ROCK FROM ROAD - NO ONE AT FAULTD,AP,Windshield
709,V1 CARGO GOT DAMAGED DUE TO ROOF LEAKAGE,AD,Other - comprehensive
710,CUSTOMER LOST FOOTING AS A RESULT OF MAKING CONTACT WITH ASPHALT,GB,Alleged Negligent Act
711,"THERE WAS A BREAK IN AT THE PROPERTY CAUSING DAMAGE TO THE SHUTTERDOOR, RACKS, AND $8500 WORTH OF EQUIPMENT WAS STOLEN.",RC,"Burglary, Robbery, Theft - Property"
712,"ON 4/11/2023 AT 2:05 PM ET, SUPERVISOR HEATHER MCNEIL REPORTED NONASSOCIATE SUMMER RAINS (325 271 1229) WAS INJURED ON 4/11/2023 AT 12:50 PM CT. RAINS WAS AT THE CASH WRAP WHEN SHE ASKED FOR A CHAIRBECAUSE SHE FELT LIGHT HEADED. WHEN MCNEIL CAME OUT WITH A CHAIR, MCNEIL SAW RAINS FAINT AND FALL BACKWARD, HITTING HER HEAD ON THE FLOOR.",GB,Non Liability Cases - Premises Medical
713,IV RAN OFF ROAD AND FLIPPED,AD,Ran off roadway
714,DELIVERY DRIVER WAS PULLING BACKWARDS INTO THE DOCK AND HIT OUR   DOCK DOOR WHEN IT WAS CLOSED,RB,Alleged damage to property of others
715,"SMALL PD THE IV WAS BACKING DOWN AN ALLEY TO GET TO A CUSTOMER    LOCATION. IT STRUCK THE REAR CORNER PANEL OF THE PARKED,          UNOCCUPIED OV.THE OV SUSTAINED A DENTED REAR P/S BUMPER COVER,    QUARTER PANEL, AS WELL AS RIPPED THE REAR P/S EXHAUST LOOSE .     THERE WERE NO INJURIES REPORTED.",AL,Backed into vehicle or object
716,MEMBER CLAIMS THAT WINDOW IS INOPERABLE DUE TO AN EMPLOYEE        UNLOCKING AND ROLLING DOWN THE WINDOW.,GD,Alleged Negligent Act
717,CUSTOMER STATES SHE FELL ONTO HER LEFT SIDE WHILE ARRIVING AT HER CAR DUE TO IMPRESSION IN LOT,GB,Stationary object
718,ORLY WAS BACKING FROM A PARKED POSITION & ALLEGEDLY BACKED INTO   STOPPED OV.,AD,Backed into vehicle or object
719,VEHICLE STOLEN OFF OF SECURED LOT: SURVEILLANCE VIDEO SHOWS THEFT.,AP,Theft
720,GUEST IN ROOM TOLD ME THAT THE YOUNG LADY AND I CAME IN FROM THE  OUTSIDE AT THE SAME TIME I OPEN THE  HALLWAY DOOR AND LET HER GO,GD,"Animal, Insect"
721,REAR ENDED CAR IN FRONT OF THEM.,AD,Struck vehicle in rear
722,"BUS #123 WAS DRIVING WESTBOUND ON ELM TREE ROAD. BUS WAS IN THE   RIGHT LANE GOING STRAIGHT, AND THE BUS HAD BEEN ON ELM TREE ROAD  FOR A FEW YARDS. CLAIMANT VEHICLE CAME OVER A BLIND HILL IN THE   BUS'S LANE, BUS SWERVED, CLMT STRUCK FRONT OF BUS",AU,Head-on collision
723,THE IV WAS INVOLVED IN AN AUTO ACCIDENT WITH FOUR OVS ON THE      TURNPIKE. OV1 INCURRED DAMAGE TO THE FRONT P/S BUMPER. THE OV1    DRIVER AND PASSENGER SUSTAINED INJURIES.,AD,Vehicle Accident
724,GUEST WAS EATING OUT OF A SPIN DIP AND FOUND A ROCK IN HER MOUTH,PA,Alleged foreign object in product
725,PARKED,AD,Struck parked vehicle
726,SMALL PD:A RESIDENT OF A NEIGHBORHOOD TOOK SOME PICTURES CLAIMING THE IV DAMAGED A LAWN AREA BETWEEN THE ROAD AND SIDEWALK. NO      INJURIES WERE REPORTED.,AL,Damage to landscaping
727,CLAIMANT ALLEGES THAT THE IV STRUCK A SIGNAL LIGHT OF THE OV WHILETHE IV WAS SERVICING AT A TRANSFER STATION. THE IV INCURRED NO    DAMAGE. THE OV LIGHT WAS KNOCKED OFF. THERE WERE NO INJURIES      REPORTED.,AD,Struck animal or object
728,V1 HIT PEDESTRAIN ---- FATALITY -------CUSTOMER PROVIDES,AD,"Struck pedestrian, bicycle"
729,CLAIMANT WAS DRIVING ON THE ROAD AND VEHICLE HIT THE SPEED BUMP   CAUSING VEHICLE DAMAGE.,GD,Speed bump
730,THE OV1 CAME INTO CONTACT WITH THE OV2 WHICH SPUN AROUND AND CAME INTO CONTACT WITH THE IV ON THE D/S. THE IV D/S STEP AND FUEL TANKIS DAMAGED. THE OV1 P/S FRONT CORNER PANEL TO THE REAR PANEL WAS  DAMAGED. THE OV2 P/S AND FRONT BUMPER WAS DAMAGED. NO INJURIES    WERE REPORTED.,AP,Sideswipe or lane change
731,FED EX ALLEGES THAT DOOR WAS NOT UP ALL THE WAY CAUSING HIM TO    DRIVE INTO THE OVERHEAD OF THE DOOR.,GD,Alleged damage to property of others
732,"THE CUSTOMER WAS WALKING OUTSIDE TO GET PROPANE FILLED, WHEN THE  CUSTOMER SLIPPED ON ICE AND FELL. THE CUSTOMER IS EXPERIENCING    SORENESS TO THE BACK.",GB,"Walk, path, sidewalk"
733,THIS GUEST WENT TO SIT ON A CHAIR IN THE LOBBY. I DO BELIEVE THE  CHAIR WAS HALF ON THE RUG AREA AND HALF ON THE TILE AS THE GUEST  CLAIMS. THE RUG AREA IS SLIGHTLY ELEVATED WHICH CAUSE A SHIFT AND CAUSED HER TO FALL.,GB,Alleged Negligent Act
734,CUSTOMER ALLEGES BREAKING HIS BRIDGE ON THE BACON IN HIS FRISCO   BURGER.,PA,Food Product
735,THE RESIDENT IN 338 CONTACTED THE LEASING OFFICE TO REPORT THAT WHILE SHE WAS TAKING HER DOG OUT AND GOING DOWN THE STAIRS IN  HER B,GB,Ice/water
736,THE CONSUMER BROKE HER TOOTH WHILE EATING A PEANUT BUTTER.,PA,Food Product
737,"CLAIMANT WAS DRIVING PAST CONSTRUCTION, DOWN HIGHWAY 155.A LOOSE      ROCK KICKED UP AND STRUCK THE DRIVERS SIDE WINDSHIELD AT EYE  LEVEL,                                                                CRACKING IT. WINDSHIELD HAS BEEN LEAKING RAIN WATER EVER      SINCE. NO                                                             INJURIES WERE REPORTED.",GD,Road debris/road hazard
738,"A SIGNIFICANT HAIL STORM HIT LAST NIGHT. THIS MORNING, UPON       INSPECTION, I DISCOVERED A FAIR AMOUNT OF DEBTS ON BOTH THE HOOD  AND THE ROOF OF MY COMPANY TRUCK. NO GLASS WAS BROKEN.",AP,Other - comprehensive
739,THE IV WAS DRIVING IN THE LANE WHEN THE OV CHANGED LANES WITHOUT  USING ANY SIGNALS AND STRUCK THE IV ON THE P/S. THE OV DRIVER THENHIT THE BRAKES AND STRUCK THE IV ON THE REAR P/S. THE IV INCURRED DENTS AND SCRATCHES TO THE P/S FENDER. THE IV DRIVER WAS          EXPERIENCING SORENESS IN THE NECK.,AD,Sideswipe or lane change
740,"AT AROUND 7:30AM 11/8/22, DELLA SMITH CAME INTO THE STORE AND WENTSTRAIGHT TO THE MEAT DEPARTMENT. SHE WAS PULLING SOME MEAT OFF OF THE SHELF WHEN SHE FELL BACK ONTO HER BOTTOM",GB,Alleged Negligent Act
741,"I RECEIVED A CALL FROM THE ER DAVID IS CURRENTLY AT (HCA WALTON INDESTIN, FL). THE AUTO ACCIDENT HAPPENED THIS MORNING AND HE WAS   INJURED. I DO NOT HAVE ANY OTHER INFORMATION AT THIS TIME.",AP,Sideswipe or lane change
742,TIRE BLEW  IF CLAIM ARISES I WILL OPEN UP A CLAIM. FOR NOW REPORT ONLY,AD,Foreign object thrown
743,"VAZQUEZ WAS LOOKING TO HER LEFT FOR PARKING SLOT, FAILED TO       OBSERVE UTSA VEHICLE 208 RESULTING IN VAZQUEZ STRIKING THE LEFT   FRONT CORNER OF UTSA VEHICLE 208.",AP,Our vehicle struck while parked
744,THE GUEST WAS DRINKING A GLASS OF SANGRIA THAT WAS POURED FROM A  PITCHER OF SANGRIA.  THE GUEST TOLD THE SERVER THAT SHE PULLED A  SMALL PIECE OF GLASS OUT OF HER MOUTH AFTER TAKING A DRINK.  SHE  HAD THE BROKEN PIECE OF GLASS ON THE TABLE FOR THE SERVER AND     MANAGER TO SEE.  THE RIM OF THE SANGRIA PITCHER WAS CHIPPED.,PA,Alleged foreign object in product
745,UPS WAS DRIVING THRU ENTRANCE GATE TO AN APARTMENT COMPLEX AS THE GATE STARTED TO CLOSE ON PACKAGE CAR.,AD,Struck animal or object
746,"THE IV DRIVER WAS ATTEMPTING TO MAKE A DELIVERY. THE IV WAS GOING AROUND A LINE OF PARKED VEHICLES WHEN IT STRUCK THE CUSTOMER'S    FENCE. A FENCE POLE WAS KNOCKED DOWN, AND SOME CHAIN LINK WAS     DAMAGED. NO INJURIES WERE REPORTED.",AD,Struck animal or object
747,RESIDENT STOPPED SHORT WHEN EXITING AND GATE HIT VEHICLE.,GD,Our vehicle struck by object or animal
748,IV STRUCK CV AFTER IV HYDRO-PLANED WHILE IN EMERGENCY MODE.,AB,Sideswipe or lane change
749,"THE DRIVER OF THE OV WAS DRIVING A TRACTOR TRAILER AND WAS ON THE LANDFILL WHEN HE GOT STUCK AND IN THE PROCESS OF BEING PULLED OUT BY THE IV, THE OV TIPPED OVER ONTO THE D/S. THE DRIVER OF THE OV  WAS TAKEN TO HOSPITAL TO BE EVALUATED FOR INJURIES.",GB,Object fall - loading or unloading
750,"PORK WAS PURCHASED IN WH ON 2/4/23, MBR OPENED PACKAGING, BUT     IT SWELLED AND EXPLODED IN HER FACE WITH MEAT JUICE ALL OVER",PA,"Alleged design flaw, defect"
751,LILY TRANSPORTATION DRIVER WAS BACKING HIS TRUCK INTO THE         RECEIVING DOCK AND STRUCK AND DAMAGED A SECURITY CAMERA WITH THE  TRAILER OF HIS TRUCK.,RB,Struck dock/garage door
752,"ON NOVEMBER 3, 2022, VICKIE KLIMANTIRIS WAS THE RESTRAINED DRIVER OF HER 2022 VOLVO XC90, WITH HER 17 MONTH OLD SON AS A PASSENGER  IN A CAR SEAT, TRAVELLING SOUTHBOUND ON POLO ROAD, AS SHE WAS     APPROACHING A HIDDEN DRIVEWAY AT A CONSTRUCTION SITE WHEN JOSE    ANTONIO PEREZ LOPEZ, DRIVING HIS 2014 TOYOTA TUNDRA, PULLED OUT OFTHE HIDDEN DRIVEWAY SOUTH OF LAKE WORTH RD.. FAILING TO SEE MRS.  KLIMANTIRIS AND STRIKING THE DRIVER SIDE OF HER VEHICLE. AS A     RESULT OF THIS CRASH, MRS. KLIMANTIRIS",AD,Sideswipe or lane change
753,VEH1 WAS DRIVING AND VEH2 WAS COMING FROM THE OPPOSITE DIRECTIONAND VEH2 HIT VEH1,AD,Sideswipe or lane change
754,DESCRIPTION:  SERVICE TRUCK T-BONED AT INTERSECTION WHEN OTHER    DRIVER FAILED TO STOP AT STOP SIGN,AD,Intersection accident
755,"CLAIMANT ALLEGES WHILE IN THE LOBBY, SHE STARTED TO FALL AND TRIEDTO CATCH HERSELF ON THE WALL. THIS RESULTED IN PAIN TO HER NECK,  BACK, AND BODY. THE CAUSE OF THE FALL WAS UNKNOWN.",GB,Alleged improper maintenance - other
756,DRIVER WAS STOPPED AT RED LIGHT. UPON GREEN LIGHT VEHICLE IN FRONTBEGAN TO PROCEED 1 OR 2 FEET AND THEN CAME TO AN ABRUPT STOP.     DRIVER WAS APPROXIMATELY 5-6 FEET BEHIND AND BEGAN TO PROCEED     ALONG WITH THE OTHER VEHICLE. DRIVER DID NOT HAVE ENOUGH TIME TO  STOP BEFORE REALIZING THEY HAD STOPPED SHORT FOR NO APPARENT      REASON.,AB,Struck vehicle in rear
757,INSURED BUS REAR ENDED CLAIMANT VEHICLE WHILE STOPPED IN TRAFFIC,AB,Struck vehicle in rear
758,RESPONDED TO ALLEGATIONS OF MALE HIGH SCHOOL STUDENT              INAPPROPRIATELY TOUCHING FEMALE STUDENTS FROM THE ELEMENTARY      SCHOOL.,GB,Assault and/or abuse
759,"COMPLAINT RECEIVED ALLEGING ECC, WHILE OPERATING HEAVY EQUIPMENT  TO PERFORM DEBRIS REMOVAL,DAMAGED BOTH CLAIMANT'S DRIVEWAY AND    GATE",GD,Alleged service or maint.- vendor/retailer
760,GFS WAS BACKING UP AND RAN OVER A POLE LOW TO GROUND BREAKING THE POLE OFF,AD,Hit Post/Barrier/Gate/Pole
761,"WHILE THE IV WAS PARKED OUTSIDE OF THE RESIDENCE, THE IV WAS      STOLEN.",AP,Theft
762,RESIDENT WOKE UP TO STANDING WATER IN THE HOME. CALLED EMERGENCY PHONE # TO REPORT AT 7:13 AM. OUR ON-CALL  PERSON ARRIVED AT APPROX,GD,Ice/water
763,CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole
764,"THE EE WAS IN THE BACK ROOM CUTTING A ZIP TIE OFF A PRODUCT WITH AKNIFE, WHEN HE GOT CUT BY THE ZIP KNIFE. THE EE SUSTAINED A       LACERATION TO HIS LEFT INDEX FINGER.",NS,"Plastic item, NOC"
765,"WESTGARD PASS ICED OVER IN LESS THAT 1HR. TRACTOR                 TRAILERS STALLED ON HILL IN BRYANS LANE, BRYAN TAPPED BRAKES THIS LOCKED                                                            BRAKES ON MIN-R TRAILER SLAMMING HIM INTO ROCK WA",AP,Struck animal or object
766,CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole
767,"THE OV STOPPED SUDDENLY, WHICH RESULTED IN THE IV REAR ENDING THE OV. THE IV INCURRED FRONT BUMPER AND RADIATOR DAMAGE. THE OV      INCURRED P/S REAR BUMPER DAMAGE. NO INJURIES WERE REPORTED.",AD,Struck vehicle in rear
768,A CUSTOMER DROVE OFF WITH PUMP STILL ATTACHED. THE PUMP INCURRED  DAMAGE. NO INJURIES WERE REPORTED.,RB,Not Otherwise Classified
769,"WHILE COMING TO AN ABRUPT STOP ON I-10 EAST, THE SECURED LOAD CAMEOFF THE IV TRAILER",AP,Object fall - loading or unloading
770,IV HAD REAR ENDED THE OV THAT WAS STOPPED AT A LIGHT.NO           INJURIES.IV HAD FRONT END DAMAGE. OV HAS REAR END DAMAGE.,AD,Struck vehicle in rear
771,A TREE FELL DOWN BEHIND THE BUILDING AND TOOK OUT A SECTION OF THEFENCE. THERE WERE NO INJURIES REPORTED.,RB,Not Otherwise Classified
772,"RO CK | OCTA PARA 55373 DRIVER GEORGE IRLAN GURSEL DRIVING        BUS FT                                                            VEHICLE#8710 AN ADVERSE VEHICLE MADE CONTACT WITH DRIVER SIDE     MIRROR OF THE BUS DID NOT STOP HIT AND RUN. NO MEDICAL, NO JURIES.",AP,Runaway vehicle
773,3 CAR COLLISION,AD,Vehicle Accident
774,"ON MONDAY, JANUARY 16TH AT APPROXIMATELY 1320HRS, PATROL OFFICER GIBNEY NOTIFIED INCIDENT RESPONDER (IR)  WALSH OF AN INDIVIDUAL WHO",GB,Not Otherwise Classified
775,BAD GAS,GD,Alleged contamination or spoilage
